,Year of Observation,Insurance Period,Residential,Building Painted,Building Fenced,Garden,Settlement,Building Dimension,Building Type,Date Of Occupancy,Number of Windows,Geo Code,Claim
9958,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,520,3,1960,4,92063,0
9959,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,200,3,1960,4,92063,0
9960,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,350,3,1958,2,92063,0
9961,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,350,3,1958,2,92063,0
9962,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2440,3,1970,4,92064,0
9963,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2725,3,2006,5,92064,0
9964,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1695,3,1988,4,92071,0
9965,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,289,3,1959,3,92073,0
9966,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,289,3,1959,3,92073,0
9967,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1070,3,1960,4,92073,0
9968,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,400,3,1960,4,92073,0
9969,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,400,3,1960,4,92073,0
9970,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,810,3,1960,4,92075,0
9971,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,384,3,1960,4,92075,0
9972,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1485,3,1930,7,93001,0
9973,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,856,3,1960,4,93010,0
9974,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,300,3,1960,4,93014,0
9975,2012,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,4000,3,1960,4,93015,0
9976,2014,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,4000,3,1960,4,93015,0
9977,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,886,3,1960,4,93029,0
9978,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,300,3,1900,4,93032,0
9979,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,300,3,1900,4,93032,0
9980,2013,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,160,3,1980,4,93039,0
9981,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,2356,3,1970,7,93039,0
9982,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,5000,3,1980,4,93046,0
9983,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,185,3,1960,4,93046,0
9984,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3025,3,1960,4,93046,0
9985,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,750,3,1960,4,93046,0
9986,2012,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,185,3,1960,4,93047,0
9987,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,450,3,1960,4,93048,0
9988,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,300,3,1960,4,93048,0
9989,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3490,3,1960,4,93048,0
9990,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1550,3,1980,4,93048,0
9991,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,844,3,1960,4,93048,0
9992,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,680,3,1960,4,93048,0
9993,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,700,3,1960,4,93048,0
9994,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1020,3,1960,4,93048,0
9995,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1960,4,93049,0
9996,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1960,4,93049,0
9997,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1960,4,93049,0
9998,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,946,3,2006,4,93053,0
9999,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,230,3,1994,2,93053,0
10000,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,500,3,1960,4,93055,0
10001,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,400,3,1960,4,93061,0
10002,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,230,3,1960,4,93062,0
10003,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,770,3,1960,4,93062,0
10004,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,770,3,1960,4,93062,0
10005,2013,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1230,3,1960,4,93066,0
10006,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,297,3,1960,4,93066,0
10007,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,680,3,1960,4,93066,0
10008,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,520,3,1988,4,93066,0
10009,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,320,3,1960,4,93070,0
10010,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,696,3,1960,4,93071,0
10011,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,180,3,1950,3,93077,0
10012,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,375,3,1988,4,93077,0
10013,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,335,3,1960,4,93077,0
10014,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,580,3,1960,4,93078,0
10015,2016,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,800,3,1960,4,94002,0
10016,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,360,3,1960,4,94002,0
10017,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,557,3,1960,4,94003,0
10018,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,320,3,1960,4,94003,0
10019,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,120,3,1960,4,94004,0
10020,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,490,3,1980,4,94004,0
10021,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1960,4,94017,0
10022,2013,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1960,4,94017,0
10023,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,135,3,1988,4,94019,0
10024,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,470,3,1960,5,94041,0
10025,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,4224,3,1980,4,94044,0
10026,2012,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,362,3,1960,4,94044,0
10027,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,250,3,1980,4,94046,0
10028,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,340,3,1960,4,94052,0
10029,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,340,3,1960,4,94052,0
10030,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1980,4,94052,0
10031,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,3,1980,4,94052,0
10032,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2900,3,1960,4,94052,0
10033,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,305,3,1960,4,94058,0
10034,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,250,3,1960,4,94058,0
10035,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3044,3,1988,4,94059,0
10036,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1038,3,1980,4,94067,0
10037,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1050,3,1960,7,94067,0
10038,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1000,3,1970,5,94068,0
10039,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,539,3,1960,4,94068,0
10040,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,539,3,1960,4,94068,0
10041,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1000,3,1960,4,94068,0
10042,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,586,3,1960,4,94068,0
10043,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,800,3,1960,4,94068,0
10044,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,850,3,1960,4,94068,0
10045,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,675,3,1950,4,94068,0
10046,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,770,3,1960,4,94068,0
10047,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1950,3,1988,4,94069,0
10048,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,390,3,1960,4,94074,0
10049,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1700,3,1960,4,94076,0
10050,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,195,3,1980,3,94076,0
10051,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,385,3,1960,4,94076,0
10052,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,300,3,1960,4,94078,0
10053,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,688,3,1960,4,94079,0
10054,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,688,3,1960,4,94079,0
10055,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,450,3,1960,4,94080,0
10056,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,330,3,1930,5,94080,0
10057,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,330,3,1930,5,94080,0
10058,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,500,3,1960,4,94081,0
10059,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,750,2,1960,4,95052,0
10060,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,845,2,1960,4,95063,0
10061,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,845,2,1960,4,95063,0
10062,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,300,2,1960,4,95176,0
10063,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,650,2,1960,4,95199,0
10064,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,168,2,1960,4,95205,0
10065,2013,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,3344,2,1960,4,95219,0
10066,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,570,2,1960,4,95252,0
10067,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,430,2,1960,4,95280,0
10068,2016,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,720,2,1960,4,95288,0
10069,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,150,2,1960,4,95306,0
10070,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,810,2,1988,4,95313,0
10071,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,482,2,1980,3,95313,0
10072,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,450,2,1960,4,95394,0
10073,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,550,2,1960,4,95500,0
10074,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,199,2,1960,4,95555,0
10075,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,400,2,1900,2,95563,0
10076,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1600,3,1965,6,2A004,0
10077,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1920,6,2A004,0
10078,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3050,3,2000,5,2A004,0
10079,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2400,3,1980,6,2A004,0
10080,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1970,7,2A004,0
10081,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1980,7,2A004,0
10082,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1980,7,2A004,0
10083,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1980,7,2A004,0
10084,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1980,7,2A004,0
10086,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2000,3,1980,4,2A004,0
10087,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2200,3,1980,4,2A004,0
10088,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2200,3,1980,4,2A004,0
10089,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,11500,3,1960,4,2A004,0
10090,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3933,3,1980,4,2A004,0
10091,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2530,3,1960,4,2A004,0
10092,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1970,7,2A004,0
10093,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4000,3,1988,4,2A004,0
10094,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5000,3,1970,10,2A004,0
10095,2012,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,2000,3,1988,4,2A004,0
10096,2012,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,6900,3,1980,4,2A004,0
10097,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3000,3,2000,7,2A004,0
10098,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1200,3,1980,4,2A004,0
10099,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2000,3,1975,5,2A004,0
10100,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1800,3,1960,4,2A004,0
10101,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1750,3,1960,4,2A004,0
10102,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2500,3,1987,5,2A004,0
10103,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2500,3,1987,5,2A004,0
10104,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2500,3,1987,5,2A004,0
10105,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2500,3,1987,5,2A004,0
10106,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1500,3,1980,4,2A004,0
10107,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2250,3,1980,4,2A004,0
10108,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2250,3,1980,4,2A004,0
10109,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1700,3,1990,5,2A004,0
10110,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2200,3,1988,4,2A004,0
10111,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4900,3,1965,6,2A004,0
10112,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1800,3,1870,5,2A004,0
10113,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,6000,3,1968,10,2A004,0
10114,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5100,3,1971,6,2A004,0
10115,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1600,3,1963,3,2A004,0
10116,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2000,3,1988,4,2A004,0
10117,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,700,3,1960,4,2A004,0
10118,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,700,3,1960,4,2A004,0
10119,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4100,3,1970,8,2A004,0
10120,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,800,3,1850,5,2A004,0
10121,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,4500,3,1960,4,2A004,0
10122,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,606,3,1960,4,2A247,0
10123,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,500,3,1970,5,2A247,0
10124,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,500,3,1970,5,2A247,0
10125,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1400,3,1991,2,2A247,0
10126,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1400,3,1991,2,2A247,0
10127,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,437,3,1988,4,2A903,0
10128,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,500,3,1905,3,2B007,0
10129,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,550,3,1960,4,2B033,0
10130,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3600,3,1960,4,2B033,0
10131,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,600,3,1959,5,2B033,0
10132,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,5150,3,1988,4,2B033,0
10133,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3700,3,1962,6,2B033,0
10134,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2400,3,1960,4,2B033,0
10135,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2400,3,1960,4,2B033,0
10136,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4133,3,1960,4,2B033,0
10137,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,347,3,1960,4,2B033,0
10138,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2140,3,1960,4,2B033,0
10139,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1680,3,1960,4,2B033,0
10140,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,3080,3,1960,4,2B033,0
10141,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2784,3,1960,4,2B033,0
10142,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2400,3,1960,4,2B033,0
10143,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3600,3,1960,4,2B033,0
10144,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3600,3,1960,4,2B033,0
10145,2013,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,1695,3,1960,4,2B033,0
10146,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4000,3,1960,4,2B033,0
10147,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4000,3,1960,4,2B033,0
10148,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1340,3,1960,4,2B033,0
10149,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1780,3,1960,4,2B033,0
10150,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1780,3,1960,4,2B033,0
10151,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1200,3,1960,4,2B033,0
10152,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1375,3,1980,4,2B033,0
10153,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3042,3,1973,8,2B033,0
10154,2016,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,3042,3,1973,8,2B033,0
10155,2015,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,2600,3,1800,8,2B033,0
10156,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1111,3,1960,4,2B033,0
10157,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1529,3,1960,4,2B033,0
10158,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1529,3,1960,4,2B033,0
10159,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1348,3,1960,4,2B033,0
10160,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1350,3,1930,6,2B033,0
10161,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3178,3,1960,4,2B033,0
10162,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1620,3,1960,4,2B033,0
10163,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1620,3,1960,4,2B033,0
10164,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1100,3,1960,4,2B033,0
10165,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1080,3,1960,4,2B033,0
10166,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1650,3,1960,4,2B033,0
10167,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,540,3,1980,4,2B033,0
10168,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1200,3,1984,5,2B033,0
10169,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,700,3,1960,4,2B033,0
10170,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2200,3,1960,4,2B033,0
10171,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4128,3,1960,4,2B033,0
10172,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4128,3,1960,4,2B033,0
10173,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2813,3,1960,4,2B033,0
10174,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1335,3,1960,4,2B033,0
10175,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1095,3,1960,4,2B033,0
10176,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1095,3,1960,4,2B033,0
10177,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3530,3,1960,4,2B033,0
10178,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1888,3,1960,4,2B033,0
10179,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1888,3,1960,4,2B033,0
10180,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1095,3,1960,4,2B033,0
10181,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2272,3,1960,4,2B033,0
10182,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2000,3,1960,4,2B033,0
10183,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1500,3,1960,4,2B033,0
10184,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1500,3,1960,4,2B033,0
10186,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2575,3,1960,4,2B033,0
10187,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2575,3,1960,4,2B033,0
10188,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4500,3,1960,4,2B033,0
10189,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2200,3,1960,4,2B033,0
10190,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1876,3,1960,4,2B033,0
10191,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1876,3,1960,4,2B033,0
10192,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1690,3,1800,7,2B033,0
